nohup: ignoring input
Running seek with root {0,0,1,1,} and ceiling 1000000000
Time: Tue Apr 21 13:25:33 2015
99800000000th iteration: 1772711424 738697416 1763879721 211329249
99900000000th iteration: 1750036984 211005844 713538985 1700652217
100000000000th iteration: 3116971660 290222368 1437941569 3081070393
100100000000th iteration: 939153648 96275928 1640514777 1779777777
100200000000th iteration: 274537972 2112397240 2062436689 831937729
100300000000th iteration: 2180986516 1842271396 168625 2607218233
100400000000th iteration: 983065932 715926624 985738065 2409
100500000000th iteration: 192754768 22448956 79986025 187585921
100600000000th iteration: 1024524208 514412632 3019524577 2991241753
100700000000th iteration: 2636687416 2833370512 176669305 1444929457
100800000000th iteration: 704325868 1630545760 171321361 1570578841
100900000000th iteration: 44352436 2840004472 2432968297 1803053185
101000000000th iteration: 54385956 1306736424 2168911641 1902706569
101100000000th iteration: 1535403060 12243924 1028958417 1401902769
101200000000th iteration: 113382316 1881982300 1070294041 2041957273
101300000000th iteration: 103560844 439028416 970239097 1006860793
101400000000th iteration: 88192596 1687326180 1801231257 979939857
101500000000th iteration: 1428381096 2254406148 2004980937 37295169
101600000000th iteration: 136531636 2963811844 2695991113 1617176257
101700000000th iteration: 107941248 2063834028 1118679129 1983985185
101800000000th iteration: 2476502004 1046338644 2398943721 275654121
101900000000th iteration: 1203161032 1710300736 42461905 1960719817
102000000000th iteration: 212605324 2243426080 1007213713 2145324073
102100000000th iteration: 479564148 1302365208 199111377 1311671337
102200000000th iteration: 1173676180 831442072 609049 1107237529
102300000000th iteration: 18769804 710085568 425256361 628287817
102400000000th iteration: 390664 1466317348 1201585993 1709141185
102500000000th iteration: 1445832964 15847336 1767720649 2151375241
102600000000th iteration: 14522500 1432726084 1782711049 2130070297
102700000000th iteration: 1949416600 77782228 1756837633 1093298929
102800000000th iteration: 297770136 2679143040 2589911313 1131255681
102900000000th iteration: 2137418500 355171204 2161729057 750005569
103000000000th iteration: 253396180 1672397476 608297137 1646910217
103100000000th iteration: 2806105396 2699163064 287024329 1225129801
103200000000th iteration: 1555460368 950261176 34723321 1348730065
103300000000th iteration: 44828796 1886728368 2612554041 2956540425
103400000000th iteration: 156448156 2275499740 1132385761 2137825513
103500000000th iteration: 234796 138377344 197074249 163126321
103600000000th iteration: 1832713612 40348204 2065783585 1286062969
103700000000th iteration: 591857944 116173312 1291588129 1235451745
103800000000th iteration: 5939916 2221275948 1800607185 2598909081
103900000000th iteration: 915572476 1657975792 1781501737 108060985
104000000000th iteration: 490448604 349995504 1669510857 1672573065
104100000000th iteration: 1963560652 90153004 1209351481 2171636113
104200000000th iteration: 215267440 175414396 1029697 147680377
104300000000th iteration: 172772488 2438464132 1302314161 2590816369
104400000000th iteration: 3252104812 382567180 3333963361 1395257257
104500000000th iteration: 84105732 868864692 404519433 888708513
104600000000th iteration: 1986594360 5061876 2173179033 1510134801
104700000000th iteration: 9468900 154568292 79303641 144206457
104800000000th iteration: 1091268 2621444724 2070270201 1885363857
104900000000th iteration: 1142588308 5673112 1638536929 1309796401
105000000000th iteration: 219584436 304467384 338955609 4423161
105100000000th iteration: 18635932 1045684336 748284169 1176278113
105200000000th iteration: 758795116 8580364 603411169 912317641
105300000000th iteration: 2143940440 2220713536 981011617 222027217
105400000000th iteration: 1429560 1417659636 1998463257 1619239257
105500000000th iteration: 1025862696 2871206496 2832829569 449076729
105600000000th iteration: 1449521632 1982269672 19033345 2173995241
105700000000th iteration: 2981829148 580264624 925563745 2974682473
105800000000th iteration: 182312824 852307636 850783201 245409649
105900000000th iteration: 320606496 517405068 457957377 10498809
106000000000th iteration: 1098096292 1825663204 1999169089 89883745
106100000000th iteration: 1742212972 1496756608 1083453361 33292009
106200000000th iteration: 1000900140 2084044428 2187522681 196393281
106300000000th iteration: 192831804 992396976 2143945401 2086539009
106400000000th iteration: 2750469544 2986236484 1628101297 140721505
106500000000th iteration: 865503616 274528984 2114937529 2169967561
106600000000th iteration: 80333752 2680635508 1575431737 2373470833
106700000000th iteration: 1449033384 57526020 2388689073 2113465113
106800000000th iteration: 1137030312 2042812068 85362681 1852258089
106900000000th iteration: 2375529840 4937064 1659053913 1954976793
107000000000th iteration: 2102909032 1124421280 118498897 2040577801
107100000000th iteration: 74856184 1487361844 806035345 1401541057
107200000000th iteration: 571991136 1037264424 62001153 1080914937
107300000000th iteration: 6438664 2130461668 1946995105 1473646153
107400000000th iteration: 3334747608 1163852928 3296076489 542636265
107500000000th iteration: 2777297848 428137108 1017916849 2798177905
107600000000th iteration: 2897763328 474968536 1007311849 2866608937
107700000000th iteration: 67798756 943801576 1685029825 1520613313
107800000000th iteration: 2350267024 2656392376 72069769 1584851041
107900000000th iteration: 2723608968 860762112 522024633 2737324257
108000000000th iteration: 3237449692 635996752 1003141105 3249712561
108100000000th iteration: 2356560316 851968720 2329565737 362415937
108200000000th iteration: 2938587768 3047997600 308152449 1339128273
108300000000th iteration: 847869912 386992944 882346809 89152065
108400000000th iteration: 2644262284 40330492 2341415209 1687018345
108500000000th iteration: 1382186164 689667736 118814281 1458881809
108600000000th iteration: 47299188 2983733268 1897940289 2652050145
108700000000th iteration: 1097924200 1236532132 39576457 719371321
108800000000th iteration: 2592160 298182508 246315001 198368401
108900000000th iteration: 3784148616 3781791888 864665841 1029824625
109000000000th iteration: 822042840 292386672 2110658337 2125361961
109100000000th iteration: 1625149132 511393984 310372345 1620353809
109200000000th iteration: 1207462932 981997464 7096905 822112929
109300000000th iteration: 66449700 187726932 30683241 189450417
109400000000th iteration: 37656208 1342858888 797121889 1187065105
109500000000th iteration: 1469111716 2024393236 1569843073 1195945
109600000000th iteration: 1970304256 2878242760 14503201 2662650313
109700000000th iteration: 2790371200 2801144584 555025753 856417153
109800000000th iteration: 920520076 901191292 384479545 106622377
109900000000th iteration: 381610524 579188268 481393233 5786865
110000000000th iteration: 334885684 1949212036 667871689 1967018401
110100000000th iteration: 2347624888 2347481296 568636081 605380105
110200000000th iteration: 2945150772 1186626900 364660689 2867293569
110300000000th iteration: 1158781768 1881688228 86287609 2080224505
110400000000th iteration: 733729692 702486252 957689865 337401
110500000000th iteration: 615857676 1759896060 288029337 1753449417
110600000000th iteration: 2863018144 156063352 1559698129 2829707905
110700000000th iteration: 909985128 121318560 1817341161 1697173521
110800000000th iteration: 2536408192 1764340492 2390525233 8362753
110900000000th iteration: 72762264 1742594736 968695209 1572437601
111000000000th iteration: 1305516912 2368852860 132961449 2411943609
111100000000th iteration: 1143014076 728384700 17137161 975272193
111200000000th iteration: 2443179400 2871899524 2023415137 190969
111300000000th iteration: 3104051848 3271405120 277300873 1525798369
111400000000th iteration: 73984 903972232 1285460353 1134761881
111500000000th iteration: 1038517312 632940652 919425361 24151465
111600000000th iteration: 25480 362962048 511228873 480764209
111700000000th iteration: 1725337756 2609736556 24835753 2165408905
111800000000th iteration: 1958451072 1597749912 8769345 1346207361
111900000000th iteration: 1731477244 2894077132 2555612305 76842049
112000000000th iteration: 1277761200 747352536 1371148017 65975337
112100000000th iteration: 2527693048 1266407764 2357153377 168051961
112200000000th iteration: 754286340 2334582984 428492793 2320296873
112300000000th iteration: 1827037024 158140108 1736111833 846303625
112400000000th iteration: 14884 413868772 509753665 363383809
112500000000th iteration: 1099721452 45376 1558962169 1421482153
112600000000th iteration: 149775388 2700349420 1495052329 2756068153
112700000000th iteration: 88856580 1571686836 839125281 1523252073
112800000000th iteration: 1048606708 1130005336 576252721 70169905
112900000000th iteration: 36120664 1766761972 2452455025 2730129769
113000000000th iteration: 10816 55522648 47005585 66538081
113100000000th iteration: 776527444 143668024 1665678745 1597738057
113200000000th iteration: 1586222404 1475369908 317593 2032749505
113300000000th iteration: 1899514588 1715669980 1354081 1331961721
113400000000th iteration: 591827104 877712044 2911453105 2919918817
113500000000th iteration: 484716688 273928 348197137 382710577
113600000000th iteration: 1759421124 1294103412 13113561 1915047153
113700000000th iteration: 1201591152 1490430780 14809809 1800926289
113800000000th iteration: 512280 906013104 975478713 1250793393
113900000000th iteration: 773618232 822404052 580967073 675873
114000000000th iteration: 382015792 639898072 695622265 31664161
114100000000th iteration: 676 237784996 321396793 331453465
114200000000th iteration: 1765936084 2151585700 49 2507655337
114300000000th iteration: 2369239696 2480693512 1127622097 227367985
114400000000th iteration: 1507058704 573884476 1479625729 210054601
114500000000th iteration: 2117878524 40385292 1317489369 1822037145
114600000000th iteration: 798526600 19435984 1093810729 1255573417
114700000000th iteration: 122023504 635422492 637913425 200331049
114800000000th iteration: 1279402888 120297892 1336434337 612514153
114900000000th iteration: 1479798528 1326094296 55488825 838725081
115000000000th iteration: 894298488 966540276 515295681 50462025
115100000000th iteration: 2732804368 1073483896 2787134065 379842601
115200000000th iteration: 2870299200 53206188 2469950841 1791158601
115300000000th iteration: 2273384388 269544 2048716857 2853115161
115400000000th iteration: 2520112456 2817929668 1799632489 43231537
115500000000th iteration: 749224 1422889456 998789089 1282623841
115600000000th iteration: 1187157304 313684 1207437361 869738761
115700000000th iteration: 848279472 246938460 2057222697 2026237761
115800000000th iteration: 1811561280 169688856 844988313 1825794921
115900000000th iteration: 1164470596 2500 1500143233 1651333441
116000000000th iteration: 12804424 1204248016 1004439169 789759601
116100000000th iteration: 479653272 256341312 508884633 33771513
116200000000th iteration: 2555793136 2707230616 176084209 1372827049
116300000000th iteration: 35224912 66012808 61147513 3440137
116400000000th iteration: 109409176 939472276 389865313 914317105
116500000000th iteration: 898467844 183543220 268534057 896411809
116600000000th iteration: 2410062564 2396494920 394421577 842057409
116700000000th iteration: 1058326992 323621688 2555074593 2620710297
116800000000th iteration: 39339588 2819152776 1815769641 2526111825
116900000000th iteration: 1597767024 2058482844 1521441 2277715401
117000000000th iteration: 2207121712 2241275368 314266081 852500689
117100000000th iteration: 171732268 184782016 712791241 712867705
117200000000th iteration: 693752236 78950272 718224577 304634425
117300000000th iteration: 1688559312 1542253128 75420561 928862049
117400000000th iteration: 34051356 654269292 702228537 382046025
117500000000th iteration: 37404640 1231235752 1751526649 1970940289
117600000000th iteration: 33634816 1052875336 1191097105 706285273
117700000000th iteration: 64 1738682572 1225324489 1481801545
117800000000th iteration: 2601571432 2247546052 177385 1830140641
117900000000th iteration: 87566568 706703520 1307648001 1381614681
118000000000th iteration: 639347272 2791138000 758607217 2792187121
118100000000th iteration: 1817574240 2413761132 317121 2559213417
118200000000th iteration: 653238336 1426820844 1360006041 127985289
118300000000th iteration: 1963200388 81184072 2193092713 1245693457
118400000000th iteration: 407955292 359743468 8549617 251691793
118500000000th iteration: 549970848 1333515948 160052937 1313707497
118600000000th iteration: 183516 1846389036 2579512953 2070854265
118700000000th iteration: 2115904168 277408 1707724825 1510469809
118800000000th iteration: 2512260 7955208 1507881 7912881
118900000000th iteration: 680428036 1558874344 159936601 1502088409
119000000000th iteration: 1375234516 20955832 875053585 1166911657
119100000000th iteration: 101488 2241428092 2431601257 1718418193
119200000000th iteration: 515075884 735487936 697580641 1869049
119300000000th iteration: 290398164 341251320 239481057 201729
119400000000th iteration: 1203738412 109857280 547691401 1148201497
119500000000th iteration: 1465182240 12098508 1747553409 1174329753
119600000000th iteration: 2485255288 1336489780 133533673 2382704449
119700000000th iteration: 868192420 1566815524 1596246457 86175529
119800000000th iteration: 2784216832 614644744 2785644265 782012689
119900000000th iteration: 123296832 2176199340 1159259721 2102353017
120000000000th iteration: 77204992 2353342408 2091588073 1363668097
120100000000th iteration: 1531378228 2828581204 135173953 2576803105
120200000000th iteration: 494857888 805938088 17649817 713032177
120300000000th iteration: 25176196 1023388468 1157475265 711225001
120400000000th iteration: 2741559168 126341592 1501716729 2522968761
120500000000th iteration: 748068856 412146580 44881081 779621953
120600000000th iteration: 1801033068 2870741532 50668473 2475253257
120700000000th iteration: 1438608264 2674101732 188483649 2860677225
120800000000th iteration: 2024951532 2151574236 2350545 1517444097
120900000000th iteration: 1463189716 1302280312 49813705 842694457
121000000000th iteration: 829502256 17132316 735448233 513085665
121100000000th iteration: 864036276 272122692 166229505 867744537
121200000000th iteration: 307402656 314616504 144465177 29084313
121300000000th iteration: 325324144 656878120 690980113 57213313
121400000000th iteration: 2118253000 30295744 1641216409 2526054817
121500000000th iteration: 732458892 524271840 11577 588715401
121600000000th iteration: 1027542952 1019974564 175337761 348835873
121700000000th iteration: 1192774252 693426844 1059100345 38337529
121800000000th iteration: 34505196 1370558412 2156277345 1918030137
121900000000th iteration: 1674092532 30366468 1196200449 1883511801
122000000000th iteration: 561103060 510984436 714385513 974521
122100000000th iteration: 1960756368 1578426168 2309368089 9895665
122200000000th iteration: 1903035388 2857875568 23580817 2397689257
122300000000th iteration: 192068992 294946456 247050625 3437137
122400000000th iteration: 429025548 934259808 2661655809 2629709025
122500000000th iteration: 1283673508 2671304872 2767313353 244308697
122600000000th iteration: 3447495256 569417200 1214710537 3487708897
122700000000th iteration: 1904669380 39865576 1645552777 1172491777
122800000000th iteration: 271132516 149138536 12201625 248787553
122900000000th iteration: 2116489504 110142604 1126431121 1945312561
123000000000th iteration: 239604 240667716 210885969 297378201
123100000000th iteration: 24240732 466932828 248367009 427794681
123200000000th iteration: 1551876 1315003272 1500087537 1854474225
123300000000th iteration: 82585944 904168512 1533282273 1680018321
123400000000th iteration: 1884603676 1393809040 2004893977 6549697
123500000000th iteration: 1143144888 38340852 1295269857 762258633
123600000000th iteration: 258028 115086028 126806785 161303449
123700000000th iteration: 1589679852 160156320 2959116657 2841407361
123800000000th iteration: 1719146008 2813695060 2491612201 64185961
123900000000th iteration: 743985196 1064447116 28323649 1223063929
124000000000th iteration: 30757956 450898920 246104457 485139777
124100000000th iteration: 2488567732 1685828152 2820877513 75382273
124200000000th iteration: 2781426160 1530012412 152834569 2801599729
124300000000th iteration: 3517814620 630304528 3504101809 1158326353
124400000000th iteration: 1453502512 676987672 1488312193 140849353
124500000000th iteration: 795250044 1112674320 686673 1079555673
124600000000th iteration: 1126424260 355882216 1122043513 213737041
124700000000th iteration: 943169340 95500812 1738148817 1712092641
124800000000th iteration: 281644036 2946602740 3010299457 1377411577
124900000000th iteration: 1232964268 1467501532 1799924953 8936617
125000000000th iteration: 1604591092 2404734676 2723934409 80157673
125100000000th iteration: 2227702164 111754932 1324537305 2418790329
125200000000th iteration: 1244018256 2102416440 2280153393 107302281
125300000000th iteration: 815798248 538584688 28308265 920036089
125400000000th iteration: 1764 656543208 546406353 774732465
125500000000th iteration: 2064506784 2138108520 2802159633 642153
125600000000th iteration: 2986664712 26679492 1979854593 2504017473
125700000000th iteration: 1531006056 761403300 104753913 1431750561
125800000000th iteration: 402052888 500545024 1133233 351763345
125900000000th iteration: 3471834120 990328548 751093833 3466336809
126000000000th iteration: 117454656 1229656008 2268819921 2169714345
126100000000th iteration: 1364296192 21086872 1180567201 867377425
126200000000th iteration: 1176674584 1654267252 1580203321 805993
126300000000th iteration: 643392396 1109635308 1208638305 62738121
126400000000th iteration: 472302676 1284826840 3372485857 3325268017
126500000000th iteration: 2813704 2264542660 2056150657 1583335609
126600000000th iteration: 2346781420 1733758336 2495978377 8509777
126700000000th iteration: 68843152 1490103868 2502548617 2214824833
126800000000th iteration: 19133620 291211204 160838737 313780009
126900000000th iteration: 3171791008 618584680 3186166993 988921609
127000000000th iteration: 820146208 101628664 800927233 330997585
127100000000th iteration: 2506732480 2845747468 2001838129 20833
127200000000th iteration: 1233508576 2634996472 2754198313 262792489
127300000000th iteration: 3473581812 777766296 3476897337 964014465
127400000000th iteration: 71003808 1396844856 2375500617 2104556169
127500000000th iteration: 1481095288 8459296 1836688561 1265557825
127600000000th iteration: 1893161092 2691574312 55225 2365912081
127700000000th iteration: 3315881332 901374916 3316350097 759222265
127800000000th iteration: 1006437760 1654655896 1820051281 78781633
127900000000th iteration: 120676176 2233295736 2446412433 1315678425
128000000000th iteration: 761729848 570280672 40897 800440513
128100000000th iteration: 717356656 1311082012 1206584593 60727489
128200000000th iteration: 650949072 448006584 2184919761 2179408233
128300000000th iteration: 1237437832 1170994948 880164529 51241
128400000000th iteration: 3498978804 3440379732 515196585 1292892009
128500000000th iteration: 619866972 3436924572 3449913393 1133871993
128600000000th iteration: 373899892 429859096 1605761617 1606024105
128700000000th iteration: 1585633932 2218389312 2493903321 39780945
128800000000th iteration: 52839648 937540968 524596785 976527609
128900000000th iteration: 927854196 547459476 1015367409 49616529
129000000000th iteration: 93438724 1718212036 974162761 1800242089
129100000000th iteration: 2132104216 107022784 2348499769 1283711641
129200000000th iteration: 1803139552 2145300364 1438103425 15528289
129300000000th iteration: 770456964 3664187592 1073962785 3671593689
129400000000th iteration: 74792964 244494084 244977441 48732321
129500000000th iteration: 928177056 436450680 77226417 883146657
129600000000th iteration: 3001227660 615366144 3003443769 896799897
129700000000th iteration: 2851490452 164437348 2744939161 1509249889
129800000000th iteration: 384431008 152585896 393002161 52606105
129900000000th iteration: 1269823536 474191640 3298019457 3358191177
130000000000th iteration: 1203043492 80115988 1270633321 651006049
130100000000th iteration: 2616457900 1568999692 128159329 2851665049
130200000000th iteration: 2549986056 2588530212 1065847017 311704425
130300000000th iteration: 2098327860 42132 1752579081 2483951337
130400000000th iteration: 2205523408 2183785528 798954937 338767297
130500000000th iteration: 2647337464 2266272544 1684527121 40352881
130600000000th iteration: 26171596 1080122092 1698441625 1469710177
130700000000th iteration: 1857848080 146872 2059744081 2585986777
130800000000th iteration: 1248321484 2658224128 2518424281 220591057
130900000000th iteration: 51895432 532904068 925044817 997877713
131000000000th iteration: 276947536 1230154120 2677271113 2785659961
131100000000th iteration: 1497231796 1106043604 5012881 1588617409
131200000000th iteration: 442221736 51366724 184601401 433427449
131300000000th iteration: 1747649628 1870728624 115360833 958593105
131400000000th iteration: 1049578144 700308364 1185992545 34470817
131500000000th iteration: 89312848 1655058616 900110785 1624024921
131600000000th iteration: 57158136 1641432096 1856226945 1085896593
131700000000th iteration: 3004984828 2995665904 557261185 966156673
131800000000th iteration: 2315045512 43626244 2672391529 1690336345
131900000000th iteration: 6208 1492458904 1988653273 2096133625
132000000000th iteration: 1095644428 1923954796 2021480929 103638697
132100000000th iteration: 1503974472 36096 1121405553 1134535929
132200000000th iteration: 2470757472 74146668 2189484969 1452007041
132300000000th iteration: 2977112296 2873157988 1333806049 287414617
132400000000th iteration: 608910864 758606712 869592105 567249
132500000000th iteration: 20611600 1895926492 2335411441 2823277777
132600000000th iteration: 1298184600 56584128 715804761 1174913241
132700000000th iteration: 235466844 227636892 127657329 12452505
132800000000th iteration: 787425664 1815247564 1870872097 210478345
132900000000th iteration: 1578353316 15880020 1039345377 1312909497
133000000000th iteration: 2536298752 253916524 2649380185 1184875969
133100000000th iteration: 1488055788 1353888 1583222097 1117924857
133200000000th iteration: 30045628 1070089996 1210839121 731429185
133300000000th iteration: 472420204 618510208 101185 668467993
133400000000th iteration: 1635126744 11230548 2377775937 1924314321
133500000000th iteration: 1199648412 2215509996 2176843257 122064345
133600000000th iteration: 642689092 8621800 500943097 767199121
133700000000th iteration: 1049408248 110507380 1091061841 478312801
133800000000th iteration: 458123584 81128776 151581409 454516441
133900000000th iteration: 99822112 1074654184 498107113 1068331441
134000000000th iteration: 90225540 1454368068 796224681 1520749641
134100000000th iteration: 29478816 1654445880 1858611753 1182469881
134200000000th iteration: 31718044 823436656 1355525809 1179605881
134300000000th iteration: 1021180936 1862678404 102124417 1864672993
134400000000th iteration: 707205628 891372688 1070834065 10291609
134500000000th iteration: 1005814600 292 887253601 707593417
134600000000th iteration: 1473806484 499667544 256881105 1485737697
134700000000th iteration: 179308044 77244 155152257 125793825
134800000000th iteration: 824171724 58788288 405589953 774711945
134900000000th iteration: 252774916 115878856 26023705 261641353
135000000000th iteration: 2909983036 3023125456 315399985 1309328953
135100000000th iteration: 122506984 1355971396 1322358049 627376081
135200000000th iteration: 702122620 98622256 709782913 272240281
135300000000th iteration: 1063933924 1086522532 417180625 148669249
135400000000th iteration: 720741352 982417504 27889 999020185
135500000000th iteration: 48985560 296004564 103762449 298095897
135600000000th iteration: 91867056 834131544 1581428769 1517753241
135700000000th iteration: 2676914200 1813818304 2184348217 17206249
135800000000th iteration: 520433700 475282836 1009761 664412073
135900000000th iteration: 1014888324 1092 1183054713 1431411321
136000000000th iteration: 2515509648 2816019900 1820042793 37412769
136100000000th iteration: 2007420936 9748992 1736217993 2501823729
136200000000th iteration: 1710720280 1550293696 65257 1205647657
136300000000th iteration: 928858284 17898588 1074278937 678056841
136400000000th iteration: 2399575656 1324868400 158364801 2588260113
136500000000th iteration: 2279122360 2194309012 199086457 1059790561
136600000000th iteration: 60108480 1102890444 601986777 1093537329
136700000000th iteration: 2460379144 45404548 1748962321 2757686737
136800000000th iteration: 543727356 1400283852 188612529 1376449713
136900000000th iteration: 2690585268 3040614996 75388209 1837347777
137000000000th iteration: 2287088416 2661160588 1844649937 5741809
137100000000th iteration: 129531492 2648965284 1440367473 2476451601
137200000000th iteration: 2028868812 352428 2862349377 2359804713
137300000000th iteration: 2680318516 1722273940 36666361 2261624953
137400000000th iteration: 8543280 720556284 571098273 866142273
137500000000th iteration: 1105516216 394749520 2857327777 2847468697
137600000000th iteration: 2336797728 169383564 1239706305 2483271993
137700000000th iteration: 148426708 1520382052 2807715217 2707603993
137800000000th iteration: 984119748 2806239432 456203073 2788486617
137900000000th iteration: 540769632 1062586284 3131864289 3136527465
138000000000th iteration: 2460096892 1610035504 26903809 2053296025
138100000000th iteration: 1471481496 2013816948 35896641 2314347585
138200000000th iteration: 2542904532 802437144 2553101025 487785129
138300000000th iteration: 1201262580 575218008 113062401 1255686681
138400000000th iteration: 1140319432 2690590912 296326465 2599241401
138500000000th iteration: 518542872 27638064 274922313 479235201
138600000000th iteration: 710111068 387395548 2153859985 2155506409
138700000000th iteration: 1887555480 605067156 350290401 1876214193
138800000000th iteration: 2433149584 1622975752 80378209 2751111025
138900000000th iteration: 3497806864 3485049160 1104563353 664320313
139000000000th iteration: 69783048 2494313412 2192088993 1479625377
139100000000th iteration: 8679472 1844841820 1262655769 1688725969
139200000000th iteration: 246446812 29612848 239424769 100632721
139300000000th iteration: 2112633484 6803068 1564113433 2246039305
139400000000th iteration: 591596548 1233005572 113894017 1280814193
139500000000th iteration: 249639780 11207688 368482953 417975969
139600000000th iteration: 1553060796 3111102396 2927413473 212220105
139700000000th iteration: 1668901464 2658759732 2290655745 46674489
139800000000th iteration: 1202974836 1632521172 9969033 1763918409
139900000000th iteration: 22943572 435486820 658361761 744514537
140000000000th iteration: 258906616 42005584 92314369 262081321
140100000000th iteration: 579319036 658005244 420196729 9850801
140200000000th iteration: 209335792 299544280 1012131121 1009961017
140300000000th iteration: 238564 1168547656 831034489 951253201
140400000000th iteration: 567367876 20212 750470977 558432745
140500000000th iteration: 2854334116 2510332132 1758113857 60453985
140600000000th iteration: 741856548 3302617032 3301186113 912781737
140700000000th iteration: 2130483376 1805157784 274273 1501199017
140800000000th iteration: 140271052 1585022080 2910072049 2709769849
140900000000th iteration: 1631681700 2011488612 1041 1434719457
141000000000th iteration: 972998568 27508320 576930801 860679081
141100000000th iteration: 1826634496 302316172 642715753 1847768929
141200000000th iteration: 1942715364 1361065608 4830225 1842881793
141300000000th iteration: 189119112 156968064 157929 133070865
141400000000th iteration: 594453108 182627796 1472890089 1439104857
141500000000th iteration: 1191195796 1927375924 39843817 1701191113
141600000000th iteration: 990588196 65347432 934005625 499952737
141700000000th iteration: 2707428036 2730278388 910219425 477962121
141800000000th iteration: 2686226488 2722115152 429579217 967367113
141900000000th iteration: 1833191248 2525801500 2940837049 55002793
142000000000th iteration: 1005008080 920644984 51994153 535003393
142100000000th iteration: 397366380 265937184 329314329 3078777
142200000000th iteration: 948525364 44740888 1041930001 577378897
142300000000th iteration: 1620591484 1618908496 360368881 451650649
142400000000th iteration: 137657176 1151721088 471402265 1118549641
142500000000th iteration: 5353612 1903353532 1706817313 2410349473
142600000000th iteration: 1544372652 99577740 859641321 1669060977
142700000000th iteration: 851096664 1262817072 8103249 1063862985
142800000000th iteration: 5502064 1832272600 2254838209 2640565897
142900000000th iteration: 1311223492 3388503748 3332096353 459581377
143000000000th iteration: 1509098184 7941696 1863572649 1285778481
143100000000th iteration: 496408944 315147096 431420337 7816473
143200000000th iteration: 275913216 2720276184 2614905513 1191425337
143300000000th iteration: 1604646168 1207153428 4977 1697154297
143400000000th iteration: 2398518136 2433252064 292647721 1002940489
143500000000th iteration: 2211678816 930353484 2232609969 264383121
143600000000th iteration: 2299128376 2197304800 1035331681 216056113
143700000000th iteration: 2496131836 2505581308 1044695545 298884241
143800000000th iteration: 2785852 1531612624 1080592033 1465003441
143900000000th iteration: 2406004332 156 1695712809 2049592953
144000000000th iteration: 1436087560 151793668 2696163673 2596005289
144100000000th iteration: 909473856 838521420 1166133201 1412793
144200000000th iteration: 75641160 2300708496 1332558777 2043970377
144300000000th iteration: 15769404 178651248 87835425 187352313
144400000000th iteration: 1347399724 1344092380 405620377 272727049
144500000000th iteration: 2387669332 35368984 2100496753 1526038681
144600000000th iteration: 2908662240 2737024908 198521913 1451781129
144700000000th iteration: 1066987464 3033503568 3003292113 488610465
144800000000th iteration: 798192136 2056541584 2065340497 285599233
144900000000th iteration: 1769442456 1138460544 1586779281 25050609
145000000000th iteration: 3118692 1115013396 1240715913 1571379249
145100000000th iteration: 95695728 1026992220 478738881 1031240841
145200000000th iteration: 942856740 49280292 501930777 869665401
145300000000th iteration: 2839602624 56076 2282547393 2032354257
145400000000th iteration: 2582250076 1823589868 65521 2169502465
145500000000th iteration: 1720463916 154359648 1672882929 796682457
145600000000th iteration: 356018536 1166291488 2888511169 2811556057
145700000000th iteration: 7508664 303821856 347801193 213540537
145800000000th iteration: 911024844 865325280 75476937 428644209
145900000000th iteration: 2504190856 1719304324 67263169 2829222241
146000000000th iteration: 2228673856 1945965256 9287953 2787811465
146100000000th iteration: 116341396 1439451352 2612541265 2392996897
146200000000th iteration: 2218691164 260164780 924720169 2183828857
146300000000th iteration: 2518680172 309635200 2450599897 1017999721
146400000000th iteration: 1531179576 82148532 1406115249 808520793
146500000000th iteration: 310476376 27447088 326075761 152749705
146600000000th iteration: 149570796 2808514380 1615615977 2978926737
146700000000th iteration: 867792636 80808912 410660145 889138497
146800000000th iteration: 444 82433808 109696185 115843473
146900000000th iteration: 1706767852 139049728 871495969 1811542201
147000000000th iteration: 3722236044 1005650556 858242121 3723605289
147100000000th iteration: 1607911900 54361456 1822111201 1070943913
147200000000th iteration: 1300617484 2356274752 2152384321 103602793
147300000000th iteration: 3509405212 1006206316 754632457 3503845705
147400000000th iteration: 1893811324 1859658556 736233721 254177089
147500000000th iteration: 2669587416 1344337428 174267441 2487705345
147600000000th iteration: 980143092 97038360 454463361 1008803577
147700000000th iteration: 2220855676 1569644944 44396977 2495005753
147800000000th iteration: 81227056 1850352700 1019398393 1678331521
147900000000th iteration: 280574088 2929628964 1370130465 2997855273
148000000000th iteration: 910073832 421734180 81051177 881908401
148100000000th iteration: 1714496568 664821780 1686061833 231663609
148200000000th iteration: 1918407264 1820239800 117113217 992818449
148300000000th iteration: 1792918776 864139344 1860055329 163172361
148400000000th iteration: 1137121180 416213164 171066769 1122821857
148500000000th iteration: 597753844 541217236 421194121 29209
148600000000th iteration: 2795797816 257139796 2882634793 1335703225
148700000000th iteration: 273493264 1972545148 765476713 1978385665
148800000000th iteration: 1013990332 24494704 1594533841 1369993873
148900000000th iteration: 298892128 255890956 190245601 4541185
149000000000th iteration: 2779710160 45404344 2367961897 1756943569
149100000000th iteration: 1532169636 894280164 47932641 1356997569
149200000000th iteration: 1940251776 46109868 2188343961 1350422025
149300000000th iteration: 940751604 1343880216 1172410209 930081
149400000000th iteration: 611342944 1113177868 49530145 1008898753
149500000000th iteration: 1891524312 1989110772 935883345 165081681
149600000000th iteration: 403178164 40948756 187049641 420585529
